time,test_0,test_1,test_2,test_3,test_4,test_5,test_6,test_7,test_8,test_9,test_10,test_11,test_12,test_13,test_14
0,1.0176405234596766,1.0162434536366325,0.9958324215259453,1.017886284734303,1.0005056170714295,1.0044122748688504,0.9968821632651248,1.0169052570380035,1.0009120471661983,1.000011085547122,1.0133158650412952,1.017494547413052,1.0047298583148998,0.9928760933794941,1.0155133911125307
120,0.9995007455140715,1.0017209395383926,0.9817756032785013,0.9296732881628682,0.9863027774561587,0.9903204527564935,0.9809305634903229,0.9148115364194972,0.9840798955404871,0.9826825745096128,0.911852713537366,0.9962410366021072,0.8912131579862498,0.9711478285476451,1.0006430814396172
168,0.9921868460175143,0.9958755153340273,0.9762306052034021,0.8990560063371261,0.9805505483585654,0.9847229929123752,0.9745229721946812,0.8787828305968728,0.9774275943826635,0.9757275655096146,0.8762514649059858,0.9876903215139334,0.8519268377633055,0.962481544823718,0.9948316901804949
216,0.9849207696713423,0.9900606404134533,0.9707397250673105,0.8705322934872536,0.9748190281345983,0.9791711682025414,0.9681562811602101,0.8453482023390422,0.9708457968886508,0.9688228127658548,0.8432352932433846,0.9792125862845233,0.815794910125674,0.9539085833670865,0.9890917685364052
288,0.9741390494050607,0.981413334422404,0.9626068400946963,0.8311813452210765,0.9662823463160227,0.9709360266311071,0.9587020140443712,0.7995586122314957,0.9611116995326692,0.9585812590392876,0.7980289832104721,0.9666665307173317,0.7668040729541138,0.9412486262377827,0.9806115054993327
336,0.9670397905901242,0.9757051646732209,0.9572541388419421,0.8069711026524522,0.9606400345767019,0.9655099996440271,0.952470084374127,0.7716282681432838,0.9547164179596487,0.9518383977779108,0.7704512502038084,0.9584282922339797,0.7371937992104165,0.9329498189378679,0.975041989694454
384,0.9600162179099713,0.9700455975153149,0.9519566087651353,0.7842018222029418,0.9550409708508614,0.9601361360593638,0.946298208557837,0.7455506389708929,0.9483967700923145,0.9451669849420623,0.7446961957135978,0.9502960838437896,0.7097303471447214,0.9247671326149034,0.969537956794143
456,0.9496278818696955,0.9616509798163453,0.9441129036318998,0.7524703060522169,0.946728372590344,0.9521737447390091,0.9371564992377902,0.7095415747040689,0.9390585761914451,0.9352974362561293,0.709116724125594,0.9383016871098656,0.672092617432745,0.9127129480051729,0.9614017725089683
552,0.9360574627296212,0.9506398753365416,0.9338434130530109,0.7141216370644589,0.9358126777360348,0.94174069588991,0.9251885628081444,0.6665770942338358,0.9268683858089884,0.9223988085321861,0.6666327033393858,0.9226945483144865,0.6276090501744523,0.8970504496418616,0.9507707998400801
624,0.9260919747025441,0.9425197615929661,0.9262802746436263,0.6879395647706128,0.9277551663738407,0.9340524202260838,0.916379596660004,0.6376104960989747,0.9179179026325612,0.9129210875064616,0.6379657731570313,0.9112779913137273,0.5978738468150059,0.8856072371622098,0.9429554844530863
672,0.9195492506915208,0.9371723917171213,0.9213031627963232,0.6715723391808472,0.9224457789950752,0.9289911918197024,0.9105863453498401,0.6196590484971128,0.9120407344893479,0.9066956176419861,0.6201888327414167,0.9038032244917343,0.5795478017060854,0.8781206384234992,0.9378184327780441
720,0.913086806857228,0.931877759355361,0.9163772632832495,0.6559997782141022,0.9171863908446968,0.9239808574203608,0.9048562822897595,0.6026932055891808,0.906234298069226,0.900544006209763,0.6033793730094631,0.8964362717536258,0.5622987199738502,0.870746026398126,0.9327386976805707
792,0.9035423697235442,0.9240342403632937,0.9090829698554049,0.6340069041104504,0.9093910285220261,0.916559673458725,0.8963787626149767,0.578925071110901,0.8976550825590489,0.8914537228560546,0.5798154021136053,0.8855852610011128,0.5382483668372335,0.859890433987071,0.9252243806528865
840,0.8972778480338498,0.9188704203363824,0.904282162549701,0.6201817535424748,0.9042564227924388,0.9116743141508447,0.8908047347329368,0.5641008676125271,0.8920210849049293,0.8854839167052947,0.5651091953324037,0.8784821756055027,0.5233152390047149,0.8527883686333655,0.9202836180527769
888,0.891091124163027,0.9137583351807466,0.8995302142591304,0.6069730379932766,0.8991714172874357,0.9068379824600236,0.8852921643889818,0.5500229177169667,0.8864542770802999,0.8795855015074653,0.551136311721338,0.8714820924885783,0.5091811609781933,0.8457921943307385,0.9153967892531706
960,0.8819549541361698,0.906186300827194,0.892492439120094,0.5882274685160217,0.8916362943442001,0.8996741594931963,0.8771371744282015,0.5301881567950903,0.8782278052126518,0.8708698945075346,0.5314374990882911,0.8611716785106892,0.4893449244448514,0.8354924569464972,0.9081656919854927
1008,0.8759587397850599,0.9012016773118767,0.8878597196847332,0.5763889517698253,0.8866739833428022,0.8949578795715765,0.8717754590561276,0.5177497902180174,0.8728244956140797,0.8651462182491255,0.5190768784774685,0.8544221995211818,0.4769516019780822,0.8287529488267621,0.9034097755846989
1056,0.8700370314796431,0.8962672077554253,0.8832735387581588,0.565038791294069,0.8817601184846136,0.8902885971213934,0.8664728942482726,0.5058889701148414,0.8674848081179911,0.8594908680983091,0.5072846020237305,0.8477701178540517,0.46516650627392164,0.8221128676670112,0.8987047141345684
1128,0.8612919548423729,0.8889584260707315,0.8764801101557145,0.5488644669259719,0.8744792583990543,0.8833715057282264,0.8586283963953449,0.48909663185634966,0.859592377471424,0.8511339304559415,0.49057965497285994,0.8379710067294381,0.4485357304119581,0.8123351451611314,0.8917406617345088
1176,0.8555520609284673,0.8841470845052047,0.8720074544595776,0.5386095796152645,0.8696846730610387,0.8788171413981913,0.8534705722667787,0.4785170634209711,0.8544073817846245,0.8456453324481956,0.4800491540981616,0.8315551970676064,0.4380904581566411,0.8059356037646527,0.8871591432705345
1224,0.8498830807093292,0.8793840565971591,0.8675791015268929,0.5287484325773938,0.864937011831864,0.8743077167287779,0.8483693637412523,0.4683930995587336,0.8492825483342866,0.8402217913539668,0.4699676816104829,0.8252310101105491,0.428118395979127,0.7996291132949159,0.8826256545283816
1296,0.8415102899720416,0.8723288997963695,0.8610182860488984,0.5146463485733849,0.8579024655528038,0.8676265669793789,0.840822085684564,0.45399969884414043,0.8417060062336872,0.8322063999486988,0.45562697556893794,0.8159129459621123,0.4139801137518411,0.7903399728980469,0.8759138070931829
1344,0.836014026966224,0.8676842413402385,0.8566979970844119,0.5056750157413396,0.8532700232631617,0.8632269490012257,0.8358591745752297,0.4448950281249941,0.8367274094540427,0.8269413817927341,0.4465508409520063,0.8098106872933228,0.40506043252847357,0.7842584028822688,0.8714970806556557
1392,0.8305850282440729,0.8630859537229093,0.8524198800514856,0.49702591983667294,0.8486828081155905,0.8588702485123164,0.8309502845303303,0.43615580408076166,0.8318056777116543,0.8217381338616965,0.43783542776391154,0.8037943913244837,0.3965158947184326,0.7782637903905443,0.8671257784559128
1464,0.8225653907735797,0.8562742401380028,0.8460804921574008,0.48461921034440986,0.8418856893435057,0.8524144306606336,0.8236866238389793,0.42368589204661955,0.8245277181816734,0.8140470539232039,0.42539328419167755,0.7949276877116419,0.3843526758363553,0.7694312587244208,0.8606524515637566
1512,0.8173000458886234,0.8517894249315235,0.8419052505408802,0.47670313559028266,0.8374093423603415,0.8481625589511034,0.8189095628040006,0.4157703162193124,0.8197442063247701,0.8089941904328785,0.41749146738849996,0.7891194562545842,0.3766493290298175,0.7636467741600228,0.8563916468652154
1560,0.8120983825912136,0.8473490187660089,0.8377701613449441,0.4690542105988904,0.8329764554268476,0.8439516490523858,0.814183955954991,0.40815217599038617,0.8150144454777226,0.8039998870970408,0.4098836750301572,0.7833917750986266,0.3692482540831928,0.7579435162764145,0.8521738552223885
1632,0.8044131030790422,0.8407704590859941,0.8316415985396839,0.45805268039550584,0.8264075000181362,0.8377108989783383,0.8071904466156168,0.3972472929277208,0.8080187207017695,0.7966162761199375,0.3989885695832649,0.7749480295559518,0.35867585940461066,0.7495375116690074,0.8459263856391659
1680,0.7993662882132967,0.8364386460284214,0.8276044756034824,0.4510149615024031,0.82208103873878,0.8336000276980607,0.802590335369554,0.39030388762213636,0.8034196291508527,0.7917644788393112,0.39204824409389627,0.7694152556074247,0.35195746066385064,0.7440305372250626,0.8418132858765572
1728,0.794379702801594,0.8321493077060486,0.8236055968330644,0.4442012416923761,0.8177962602589407,0.8295282438339724,0.7980391855570294,0.3836056921533719,0.798871361995563,0.7869681561006618,0.3853506590773432,0.7639579260748565,0.3454860947012072,0.7385994465126069,0.8377409618931729
1800,0.78701066441728,0.8257937525536981,0.8176778400331167,0.4343776694217584,0.8114461453758585,0.8234927223092359,0.791302745931889,0.37399070350478525,0.7921425063394615,0.7798758196151467,0.3757324263460491,0.7559103370210415,0.33621341599565685,0.7305919178818124,0.8317076001328662
